SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,NEW MEXICO INTERNATIONAL SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-768,350006001072,3501072,7215 MONTGOMERY BLVD NE,,,ALBUQUERQUE,NM,87109,,7215 MONTGOMERY BLVD NE,,,ALBUQUERQUE,NM,87109,,(505)503-7670,http://nmis.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ACE LEADERSHIP HIGH SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-749,350006001074,3501074,1240 BELLAMAH AVE. NW,,,ALBUQUERQUE,NM,87104,,1240 BELLAMAH AVE. NW,,,ALBUQUERQUE,NM,87104,,(505)242-4733,http://aceleadership.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,NEX GEN ACADEMY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-516,350006001075,3501075,5325 MONTGOMERY NE,,,ALBUQUERQUE,NM,87109,,5325 MONTGOMERY NE,,,ALBUQUERQUE,NM,87109,,(505)878-6400,http://nexgen.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,HIGHLAND AUTISM CENTER,ALBUQUERQUE,01,,NM-001,3500060,NM-001-611,350006001079,3501079,220 MONROE SW,,,ALBUQUERQUE,NM,87108,,220 MONROE SW,,,ALBUQUERQUE,NM,87108,,(505)266-6869,http://highland.aps.edu,1,Open,1,Open,05/08/2024,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,CORAL COMMUNITY CHARTER,ALBUQUERQUE,01,,NM-001,3500060,NM-001-706,350006001081,3501081,4401 SILVER AVENUE SE,,,ALBUQUERQUE,NM,87108,,4401 SILVER AVENUE SE,,,ALBUQUERQUE,NM,87108,,(505)292-6725,http://www.coralcharter.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,WILLIAM W & JOSEPHINE DORN CHARTER  COMMUNITY SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-782,350006001087,3501087,PO BOX 25043,,,ALBUQUERQUE,NM,87125,,1119 EDITH BLVD SE,,,ALBUQUERQUE,NM,87102,,(505)243-1434,http://dorncharterschool.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HEALTH LEADERSHIP HIGH SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-752,350006001098,3501098,6401 JEFFERSON STREET NE,,,ALBUQUERQUE,NM,87109,,6401 JEFFERSON STREET NE,,,ALBUQUERQUE,NM,87109,,(505)750-4547,http://healthleadershiphighschool.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ECADEMY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-517,350006001099,3501099,5300 CUTLER NE,,,ALBUQUERQUE,NM,87110,,5300 CUTLER NE,,,ALBUQUERQUE,NM,87110,,(505)247-4209,http://ecademy.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,COLLEGE AND CAREER HIGH SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-591,350006001100,3501100,525 BUENA VISTA DR SE,,,ALBUQUERQUE,NM,87106,,525 BUENA VISTA DR SE,,,ALBUQUERQUE,NM,87106,,(505)224-4880,http://cchs.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,TECHNOLOGY LEADERSHIP HIGH SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-753,350006001112,3501112,10500 RESEARCH RD SE,,,ALBUQUERQUE,NM,87123,,10500 RESEARCH RD SE,,,ALBUQUERQUE,NM,87123,,(505)338-2266,http://leadershiphsn.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,GEORGE I SANCHEZ,ALBUQUERQUE,01,,NM-001,3500060,NM-001-496,350006001114,3501114,4050 118TH ST SW,,,ALBUQUERQUE,NM,87121,,4050 118TH ST SW,,,ALBUQUERQUE,NM,87121,,(505)253-0300,http://gisccs.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SIEMBRA LEADERSHIP HIGH SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-750,350006001117,3501117,524 CENTRAL AVE SW,,,ALBUQUERQUE,NM,87102,,524 CENTRAL AVE SW,,,ALBUQUERQUE,NM,87102,,(505)205-0329,http://siembraabq.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,COYOTE WILLOW FAMILY SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-952,350006001133,3501133,7125 IRVING BLVD NW,,,ALBUQUERQUE,NM,87114,,7125 IRVING BLVD NW,,,ALBUQUERQUE,NM,87114,,(505)253-0050,http://cwfs.aps.edu,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TRES VOLCANES COMMUNITY COLLABORATIVE SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-497,350006001142,3501142,9601 TIERRA PINTADA NW,,,ALBUQUERQUE,NM,87120,,9601 TIERRA PINTADA NW,,,ALBUQUERQUE,NM,87120,,(505)253-0200,http://tvcc.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ECADEMY K-8,ALBUQUERQUE,01,,NM-001,3500060,NM-001-498,350006001163,3501163,5300 CUTLER NE,,,ALBUQUERQUE,NM,87110,,5300 CUTLER NE,,,ALBUQUERQUE,NM,87110,,(505)247-4209,http://ecademy.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VOZ COLLEGIATE PREPARATORY CHARTER SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-709,350006001164,3501164,955 SAN PEDRO SE,,,ALBUQUERQUE,NM,87108,,955 SAN PEDRO SE,,,ALBUQUERQUE,NM,87108,,(505)336-5559,http://www.vozcollegiateprep.org/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,UNITED COMMUNITY ACADEMY CHARTER SCHOOL,ALBUQUERQUE,01,,NM-001,3500060,NM-001-770,350006001165,3501165,608 SONORA ROAD NE,,,RIO RANCHO,NM,87144,,608 SONORA ROAD NE,,,RIO RANCHO,NM,87144,,(505)400-6828,http://www.aps.edu/schools/schools/united-community-academy,2,Closed,2,Closed,05/08/2024,Regular School,1,No,No,Yes,001,ALBUQUERQUE PUBLIC SCHOOLS,,,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported
2023-2024,35,NEW MEXICO,NM,ANIMAS ELEMENTARY,ANIMAS,01,,NM-030,3500090,NM-030-016,350009000618,3500618,PO BOX 85,,,ANIMAS,NM,88020,,1 PANTHER DR,,,ANIMAS,NM,88020,,(575)548-2299,http://www.animask12.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ANIMAS 7-12 SCHOOL,ANIMAS,01,,NM-030,3500090,NM-030-017,350009000619,3500619,PO BOX 85,,,ANIMAS,NM,88020,,1 PANTHER DR,,,ANIMAS,NM,88020,,(575)548-2299,http://www.animask12.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ANIMAS MIDDLE,ANIMAS,01,,NM-030,3500090,NM-030-020,350009030019,3530019,PO BOX 85,,,ANIMAS,NM,88020,,1 PANTHER DR,,,ANIMAS,NM,88020,,(575)548-2299,http://www.animask12.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,NORTH VALLEY ACADEMY,NORTH VALLEY ACADEMY,01,,NM-504,3500106,NM-504-001,350010600873,3500873,7939 4TH STREET NW,,,LOS RANCHOS DE ALBUQUERQUE,NM,87114,,7939 4TH STREET NW,,,LOS RANCHOS DE ALBUQUERQUE,NM,87114,,(505)998-0501,http://www.nvanm.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,01,,NM-503,3500107,NM-503-022,350010700874,3500874,3021 TODOS SANTOS NW,,,ALBUQUERQUE,NM,87120,,3021 TODOS SANTOS NW,,,ALBUQUERQUE,NM,87120,,(505)998-0459,http://www.hawest.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COTTONWOOD CLASSICAL PREP,COTTONWOOD CLASSICAL PREP,01,,NM-502,3500108,NM-502-001,350010801031,3501031,7801 JEFFERSON ST NE,,,ALBUQUERQUE,NM,87109,,7801 JEFFERSON ST NE,,,ALBUQUERQUE,NM,87109,,(505)998-1021,http://www.cottonwoodclassical.org,5,Changed Boundary/Agency,5,Changed Boundary/Agency,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,NEW MEXICO ACADEMY FOR THE MEDIA ARTS,NEW MEXICO ACADEMY FOR THE MEDIA ARTS,01,,NM-501,3500109,NM-501-001,350010901030,3501030,4401 CENTRAL AVE NE BLDG 2,,,ALBUQUERQUE,NM,87108,,4401 CENTRAL AVE NE BLDG 2,,,ALBUQUERQUE,NM,87108,,(505)243-1957,http://nmmediaarts.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,SCHOOL OF DREAMS ACADEMY,SCHOOL OF DREAMS ACADEMY,01,,NM-505,3500112,NM-505-001,350011201051,3501051,906 JUAN PEREA RD,,,LOS LUNAS,NM,87031,,906 JUAN PEREA RD,,,LOS LUNAS,NM,87031,,(505)866-7632,http://www.sodacharter.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,ALMA D'ARTE CHARTER,ALMA D'ARTE CHARTER,01,,NM-511,3500116,NM-511-001,350011600900,3500900,402 W COURT AVE,,,LAS CRUCES,NM,88005,,402 W COURT AVE,,,LAS CRUCES,NM,88005,,(575)541-0145,http://www.almadarte.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CESAR CHAVEZ COMMUNITY  SCHOOL,CESAR CHAVEZ COMMUNITY  SCHOOL,01,,NM-512,3500117,NM-512-001,350011700891,3500891,1325 PALOMAS DR SE,,,ALBUQUERQUE,NM,87108,,1325 PALOMAS DR SE,,,ALBUQUERQUE,NM,87108,,(505)877-0558,http://www.cesarchavezcharter.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,TAOS ACADEMY,TAOS ACADEMY,01,,NM-510,3500118,NM-510-001,350011801055,3501055,110 PASEO DEL CANON W,,,TAOS,NM,87571,,110 PASEO DEL CANON W,,,TAOS,NM,87571,,(505)751-3109,http://www.taosacademy.org/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported
2023-2024,35,NEW MEXICO,NM,NM SCHOOL FOR THE ARTS,NM SCHOOL FOR THE ARTS,01,,NM-509,3500119,NM-509-001,350011901058,3501058,500 MONTEZUMA AVENUE,,,SANTA FE,NM,87501,,500 MONTEZUMA AVENUE,,,SANTA FE,NM,87501,,(505)310-4194,http://www.nmschoolforthearts.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ARTESIA HIGH,ARTESIA,01,,NM-022,3500120,NM-022-014,350012000127,3500127,1006 W. RICHARDSON,,,ARTESIA,NM,88210,,1006 WEST RICHARDSON,,,ARTESIA,NM,88210,,(575)746-3585,http://ahs.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,10,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CENTRAL ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-032,350012000128,3500128,405 SOUTH SIXTH,,,ARTESIA,NM,88210,,405 SOUTH SIXTH,,,ARTESIA,NM,88210,,(575)746-3585,http://central.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HERMOSA ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-056,350012000129,3500129,601 HERMOSA DRIVE,,,ARTESIA,NM,88210,,601 HERMOSA DR,,,ARTESIA,NM,88210,,(575)746-3585,http://hermosa.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ARTESIA PARK JUNIOR HIGH,ARTESIA,01,,NM-022,3500120,NM-022-187,350012000130,3500130,15TH AND CANNON,,,ARTESIA,NM,88210,,15TH AND CANNON,,,ARTESIA,NM,88210,,(575)746-3585,http://ajs.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,08,09,Secondary,As reported
2023-2024,35,NEW MEXICO,NM,PENASCO ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-128,350012000131,3500131,12 DUNKIN ROAD,,,HOPE,NM,88250,,12 DUNKIN RD,,,HOPE,NM,88250,,(575)746-3585,http://penasco.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ROSELAWN ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-139,350012000132,3500132,600 N. ROSELAWN AVE,,,ARTESIA,NM,88210,,600 NORTH ROSELAWN AVE,,,ARTESIA,NM,88210,,(575)746-3585,http://roselawn.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,YUCCA ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-183,350012000133,3500133,900 N. 13TH STREET,,,ARTESIA,NM,88210,,900 NORTH 13TH ST,,,ARTESIA,NM,88210,,(575)746-3585,http://yucca.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ARTESIA ZIA INTERMEDIATE,ARTESIA,01,,NM-022,3500120,NM-022-189,350012000134,3500134,1100 BULLOCK AVE,,,ARTESIA,NM,88210,,1100 BULLOCK AVE,,,ARTESIA,NM,88210,,(575)746-3585,http://ais.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,06,07,Middle,As reported
2023-2024,35,NEW MEXICO,NM,GRAND HEIGHTS EARLY CHILDHOOD,ARTESIA,01,,NM-022,3500120,NM-022-054,350012000620,3500620,2302 WEST GRAND AVE,,,ARTESIA,NM,88210,,2302 WEST GRAND AVE,,,ARTESIA,NM,88210,,(575)746-3585,http://grandheights.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,YESO ELEMENTARY,ARTESIA,01,,NM-022,3500120,NM-022-001,350012000672,3500672,1812 CENTRE AVE,,,ARTESIA,NM,88210,,1812 CENTRE AVE,,,ARTESIA,NM,88210,,(575)746-3585,http://yeso.bulldogs.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,01,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SOUTH VALLEY PREP,SOUTH VALLEY PREP,01,,NM-515,3500121,NM-515-001,350012101076,3501076,2551 KARSTEN CT SE,,,ALBUQUERQUE,NM,87102,,2551 KARSTEN CT SE,,,ALBUQUERQUE,NM,87102,,(505)222-5642,http://www.southvalleyprep.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ABQ SCHOOL OF EXCELLENCE,ABQ SCHOOL OF EXCELLENCE,01,,NM-516,3500122,NM-516-001,350012201071,3501071,13201 LOMAS BLVD NE,,,ALBUQUERQUE,NM,87112,,13201 LOMAS BLVD NE,,,ALBUQUERQUE,NM,87112,,(505)312-7711,http://www.abqse.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,ABQ SIGN LANGUAGE ACADEMY,ABQ SIGN LANGUAGE ACADEMY,01,,NM-517,3500123,NM-517-001,350012301066,3501066,620 LOMAS BLVD NW,,,ALBUQUERQUE,NM,87102,,620 LOMAS BLVD NW,,,ALBUQUERQUE,NM,87102,,(505)244-7553,http://www.aslacademy.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,TIERRA ADENTRO,TIERRA ADENTRO,01,,NM-518,3500124,NM-518-001,350012401068,3501068,1781 BELLEMAH AVE,,,ALBUQUERQUE,NM,87104,,1781 BELLEMAH AVE,,,ALBUQUERQUE,NM,87104,,(505)967-4720,http://www.tierraadentronm.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,THE MASTERS PROGRAM,THE MASTERS PROGRAM,01,,NM-519,3500125,NM-519-001,350012501069,3501069,SFCC LL325 6401 RICHARDS AVE,,,SANTA FE,NM,87508,,6401 RICHARDS AVE,,,SANTA FE,NM,87508,,(505)428-7320,http://www.tmpsantafe.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,THE ASK ACADEMY,THE ASK ACADEMY,01,,NM-520,3500126,NM-520-001,350012601070,3501070,4550 SUNDT RD NE,,,RIO RANCHO,NM,87124,,4550 SUNDT RD NE,,,RIO RANCHO,NM,87124,,(505)891-0757,http://theaskacademy.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,TAOS INTEGRATED SCHOOL OF ARTS,TAOS INTEGRATED SCHOOL OF ARTS,01,,NM-521,3500127,NM-521-001,350012701060,3501060,PO BOX 668,,,TAOS,NM,87571,,118 TOALNE STREET,,,TAOS,NM,87571,,(575)758-7755,http://www.tisataos.com,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,01,,NM-524,3500130,NM-524-001,350013000921,3500921,933 BRADBURY SE,,,ALBUQUERQUE,NM,87106,,933 BRADBURY SE,,,ALBUQUERQUE,NM,87106,,(505)559-4249,http://www.aims-unm.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,AMY BIEHL CHARTER HIGH SCHOOL,AMY BIEHL CHARTER HIGH SCHOOL,01,,NM-525,3500131,NM-525-001,350013100810,3500810,123 4TH STREET SW,,,ALBUQUERQUE,NM,87102,,123 4TH ST SW,,,ALBUQUERQUE,NM,87102,,(505)299-9409,http://www.amybiehlhighschool.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,000,PUBLIC EDUCATION COMMISSION,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
